"","date","ticker","activity","sentiment","deltaActivity","deltaSentiment","newEntry"
"9171",2020-02-27,"TSLA",0.0383,-2,0.0023,-2,FALSE
"9172",2020-02-27,"TQQQ",0.0142,-5,0.000400000000000001,-1,FALSE
"9173",2020-02-27,"SPY",0.0317,2,0.000799999999999999,1,FALSE
"9174",2020-02-27,"QQQ",0.0161,5,9.99999999999994e-05,-2,FALSE
"9175",2020-02-27,"NVDA",0.0141,-1,-0.0051,1,FALSE
"9176",2020-02-27,"MSFT",0.0263,0,0.000900000000000001,-1,FALSE
"9177",2020-02-27,"MRNA",0.01,1,-0.0057,0,FALSE
"9178",2020-02-27,"AMZN",0.0267,1,0.0031,0,FALSE
"9179",2020-02-27,"AMD",0.021,2,-0.0056,-2,FALSE
"9180",2020-02-27,"AAPL",0.0451,-3,0.0023,-1,FALSE
"9161",2020-02-28,"TVIX",0.0088,-1,0,0,TRUE
"9162",2020-02-28,"TSLA",0.0303,-3,-0.0046,-3,FALSE
"9163",2020-02-28,"TQQQ",0.0118,-5,-6e-04,-17,FALSE
"9164",2020-02-28,"SPY",0.0328,2,0.0089,-3,FALSE
"9165",2020-02-28,"QQQ",0.0157,2,0.0026,-7,FALSE
"9166",2020-02-28,"NVDA",0.0148,-1,0.000700000000000001,0,FALSE
"9167",2020-02-28,"MSFT",0.024,0,0.0093,-4,FALSE
"9168",2020-02-28,"AMZN",0.022,0,0.0064,-1,FALSE
"9169",2020-02-28,"AMD",0.0191,0,0.000299999999999998,-6,FALSE
"9170",2020-02-28,"AAPL",0.0454,-2,-0.0136,-2,FALSE
"9151",2020-03-02,"TSLA",0.0414,-2,0.0174,-2,FALSE
"9152",2020-03-02,"TQQQ",0.015,-7,-3e-04,-14,FALSE
"9153",2020-03-02,"SPY",0.0304,2,-0.0184,-8,FALSE
"9154",2020-03-02,"QQQ",0.0163,-1,-0.0041,-6,FALSE
"9155",2020-03-02,"NVDA",0.0167,-1,0,-1,FALSE
"9156",2020-03-02,"MSFT",0.0258,1,-0.0039,0,FALSE
"9157",2020-03-02,"FB",0.0076,-1,-0.0095,-1,FALSE
"9158",2020-03-02,"AMZN",0.0238,1,0.0094,0,FALSE
"9159",2020-03-02,"AMD",0.0249,2,-0.0023,-2,FALSE
"9160",2020-03-02,"AAPL",0.0614,-1,0.0238,-2,FALSE
"9141",2020-03-03,"TVIX",0.0128,-1,0,0,TRUE
"9142",2020-03-03,"TSLA",0.0549,-1,0.0323,-1,FALSE
"9143",2020-03-03,"TQQQ",0.0194,-3,0.0044,4,FALSE
"9144",2020-03-03,"SPY",0.0358,3,0.0211,0,FALSE
"9145",2020-03-03,"QQQ",0.0186,-1,0.0093,-7,FALSE
"9146",2020-03-03,"NVDA",0.011,0,-0.0057,1,FALSE
"9147",2020-03-03,"MSFT",0.0257,1,0.0141,-1,FALSE
"9148",2020-03-03,"AMZN",0.0239,2,-0.0015,1,FALSE
"9149",2020-03-03,"AMD",0.0349,3,0.000800000000000002,-3,FALSE
"9150",2020-03-03,"AAPL",0.0536,0,-0.000899999999999998,1,FALSE
"9131",2020-03-04,"TVIX",0.0098,-1,-0.003,0,FALSE
"9132",2020-03-04,"TSLA",0.0439,-1,-0.0053,-2,FALSE
"9133",2020-03-04,"TQQQ",0.0169,0,0.0061,-5,FALSE
"9134",2020-03-04,"SPY",0.0381,4,0.0203,1,FALSE
"9135",2020-03-04,"QQQ",0.0162,-1,0.0056,-8,FALSE
"9136",2020-03-04,"NVDA",0.0157,-1,0.0047,-1,FALSE
"9137",2020-03-04,"MSFT",0.0186,2,0.0083,2,FALSE
"9138",2020-03-04,"AMZN",0.0198,2,-0.0049,1,FALSE
"9139",2020-03-04,"AMD",0.031,3,-0.0037,-4,FALSE
"9140",2020-03-04,"AAPL",0.0451,0,-0.0169,1,FALSE
"9121",2020-03-05,"ZM",0.0193,-2,0.0051,-1,FALSE
"9122",2020-03-05,"TSLA",0.0245,-1,-0.1815,-1,FALSE
"9123",2020-03-05,"TQQQ",0.0194,0,0.0025,0,FALSE
"9124",2020-03-05,"SPY",0.038,3,0.024,1,FALSE
"9125",2020-03-05,"QQQ",0.0183,0,0.0021,1,FALSE
"9126",2020-03-05,"NVDA",0.0141,0,-0.0016,1,FALSE
"9127",2020-03-05,"MSFT",0.0182,2,-0.000199999999999999,-1,FALSE
"9128",2020-03-05,"AMZN",0.0173,2,0.0036,3,FALSE
"9129",2020-03-05,"AMD",0.0309,4,0.016,3,FALSE
"9130",2020-03-05,"AAPL",0.0391,0,0.0021,0,FALSE
"9111",2020-03-06,"TVIX",0.0155,-1,0,0,TRUE
"9112",2020-03-06,"TSLA",0.0234,-1,-0.1426,0,FALSE
"9113",2020-03-06,"TQQQ",0.0169,-2,0.0078,-6,FALSE
"9114",2020-03-06,"SPY",0.0356,4,0.0212,1,FALSE
"9115",2020-03-06,"QQQ",0.0179,1,0.0091,-3,FALSE
"9116",2020-03-06,"MSFT",0.023,2,0,-1,FALSE
"9117",2020-03-06,"INO",0.0195,6,0,0,TRUE
"9118",2020-03-06,"AMZN",0.0181,2,0.0058,2,FALSE
"9119",2020-03-06,"AMD",0.029,4,0.0135,4,FALSE
"9120",2020-03-06,"AAPL",0.0432,0,0.0107,1,FALSE
"9101",2020-03-09,"TVIX",0.0116,0,0,0,TRUE
"9102",2020-03-09,"TSLA",0.0258,-2,-0.0541,-3,FALSE
"9103",2020-03-09,"TQQQ",0.0144,-1,-0.000100000000000001,-11,FALSE
"9104",2020-03-09,"SPY",0.0376,4,0.0226,1,FALSE
"9105",2020-03-09,"QQQ",0.0172,2,0.0078,-8,FALSE
"9106",2020-03-09,"MSFT",0.0186,1,0.0062,2,FALSE
"9107",2020-03-09,"INO",0.0101,6,0,0,TRUE
"9108",2020-03-09,"AMZN",0.0274,3,0.0047,3,FALSE
"9109",2020-03-09,"AMD",0.0208,3,-0.002,-5,FALSE
"9110",2020-03-09,"AAPL",0.0443,1,-0.0039,1,FALSE
"9091",2020-03-10,"TVIX",0.0132,0,0.0016,0,FALSE
"9092",2020-03-10,"TSLA",0.0311,-2,-0.0378,-3,FALSE
"9093",2020-03-10,"TQQQ",0.0175,-2,0.0066,-14,FALSE
"9094",2020-03-10,"SQQQ",0.0103,0,-0.0061,-5,FALSE
"9095",2020-03-10,"SPY",0.0389,4,0.0267,0,FALSE
"9096",2020-03-10,"QQQ",0.0172,1,0,-1,FALSE
"9097",2020-03-10,"MSFT",0.02,1,0.0088,-1,FALSE
"9098",2020-03-10,"AMZN",0.0228,2,0.0044,1,FALSE
"9099",2020-03-10,"AMD",0.0209,2,-0.0127,-6,FALSE
"9100",2020-03-10,"AAPL",0.0472,1,-0.0145,1,FALSE
"9081",2020-03-11,"TVIX",0.011,1,-0.0022,1,FALSE
"9082",2020-03-11,"TSLA",0.0251,-2,-0.0108,-2,FALSE
"9083",2020-03-11,"TQQQ",0.0169,-3,0.0045,-16,FALSE
"9084",2020-03-11,"SPY",0.0403,5,0.0255,3,FALSE
"9085",2020-03-11,"QQQ",0.016,1,-0.0012,0,FALSE
"9086",2020-03-11,"MSFT",0.0183,2,-0.0107,-2,FALSE
"9087",2020-03-11,"BA",0.0186,-3,0.005,-3,FALSE
"9088",2020-03-11,"AMZN",0.0201,2,0.000400000000000001,1,FALSE
"9089",2020-03-11,"AMD",0.0209,2,-0.0021,-6,FALSE
"9090",2020-03-11,"AAPL",0.0424,0,-0.0213,0,FALSE
"9071",2020-03-12,"TVIX",0.0141,0,0.0031,-1,FALSE
"9072",2020-03-12,"TSLA",0.0207,-4,-0.027,-3,FALSE
"9073",2020-03-12,"TQQQ",0.0139,-5,0.0022,-6,FALSE
"9074",2020-03-12,"SPY",0.0349,3,0.0207,-2,FALSE
"9075",2020-03-12,"QQQ",0.0165,1,5e-04,0,FALSE
"9076",2020-03-12,"MSFT",0.0197,1,-0.0242,-4,FALSE
"9077",2020-03-12,"BA",0.0126,-4,-0.006,-1,FALSE
"9078",2020-03-12,"AMZN",0.0262,2,0.0026,2,FALSE
"9079",2020-03-12,"AMD",0.0148,1,-0.016,-1,FALSE
"9080",2020-03-12,"AAPL",0.0431,0,0.0126,1,FALSE
"9061",2020-03-13,"TVIX",0.0157,0,0.0016,0,FALSE
"9062",2020-03-13,"TSLA",0.0294,-4,-0.0164,-4,FALSE
"9063",2020-03-13,"TQQQ",0.0148,-6,0.000900000000000001,-1,FALSE
"9064",2020-03-13,"SQQQ",0.0119,5,-0.0099,0,FALSE
"9065",2020-03-13,"SPY",0.0321,1,-0.0028,-2,FALSE
"9066",2020-03-13,"QQQ",0.0153,-1,-0.0012,-2,FALSE
"9067",2020-03-13,"MSFT",0.0205,1,-0.0193,-3,FALSE
"9068",2020-03-13,"AMZN",0.0206,1,0.0067,1,FALSE
"9069",2020-03-13,"AMD",0.0141,0,-0.007,-2,FALSE
"9070",2020-03-13,"AAPL",0.0477,-1,0.0126,0,FALSE
"9051",2020-03-16,"TVIX",0.012,-1,-0.0102,-1,FALSE
"9052",2020-03-16,"TSLA",0.0237,-5,-0.0279,-5,FALSE
"9053",2020-03-16,"TQQQ",0.0152,-7,0.004,-11,FALSE
"9054",2020-03-16,"SPY",0.0398,-4,0.0255,-12,FALSE
"9055",2020-03-16,"QQQ",0.0163,-1,0.0015,-11,FALSE
"9056",2020-03-16,"MSFT",0.0262,-2,0.0167,-7,FALSE
"9057",2020-03-16,"BA",0.0106,-5,-0.0194,-4,FALSE
"9058",2020-03-16,"AMZN",0.0236,1,0.0061,-2,FALSE
"9059",2020-03-16,"AMD",0.0178,1,-0.000199999999999999,-2,FALSE
"9060",2020-03-16,"AAPL",0.0475,-2,0.000199999999999999,-2,FALSE
"9041",2020-03-17,"TVIX",0.0151,0,0.0031,1,FALSE
"9042",2020-03-17,"TSLA",0.0285,-5,-0.0394,-5,FALSE
"9043",2020-03-17,"TQQQ",0.0167,-6,0.0068,-11,FALSE
"9044",2020-03-17,"SPY",0.0351,-7,0.0222,-15,FALSE
"9045",2020-03-17,"QQQ",0.0185,-2,0.0022,-1,FALSE
"9046",2020-03-17,"MSFT",0.0244,-3,0.0113,-9,FALSE
"9047",2020-03-17,"BA",0.0234,-6,0.0128,-1,FALSE
"9048",2020-03-17,"AMZN",0.0274,1,0.0113,-2,FALSE
"9049",2020-03-17,"AMD",0.0189,1,-0.007,-2,FALSE
"9050",2020-03-17,"AAPL",0.0454,-4,0.00430000000000001,-3,FALSE
"9031",2020-03-18,"TVIX",0.0151,-1,0,-1,FALSE
"9032",2020-03-18,"TSLA",0.025,-5,-0.0186,-5,FALSE
"9033",2020-03-18,"TQQQ",0.0174,-7,0.0043,-16,FALSE
"9034",2020-03-18,"SPY",0.0389,-4,0.0244,-12,FALSE
"9035",2020-03-18,"QQQ",0.0165,-2,-0.002,0,FALSE
"9036",2020-03-18,"MSFT",0.0207,-3,0.0069,-10,FALSE
"9037",2020-03-18,"BA",0.0228,-6,0.005,-7,FALSE
"9038",2020-03-18,"AMZN",0.0285,1,0.0084,-1,FALSE
"9039",2020-03-18,"AMD",0.0178,1,-0.0061,-2,FALSE
"9040",2020-03-18,"AAPL",0.0356,-4,-0.0103,-3,FALSE
"9021",2020-03-19,"TVIX",0.0175,0,0.0024,1,FALSE
"9022",2020-03-19,"TSLA",0.0352,-5,-0.0271,-5,FALSE
"9023",2020-03-19,"TQQQ",0.0177,-4,0.0071,-2,FALSE
"9024",2020-03-19,"SPY",0.0334,-1,0.0204,-13,FALSE
"9025",2020-03-19,"QQQ",0.0177,3,0.0012,5,FALSE
"9026",2020-03-19,"MSFT",0.0212,-3,-0.0015,-5,FALSE
"9027",2020-03-19,"BA",0.0164,-7,-0.0064,-1,FALSE
"9028",2020-03-19,"AMZN",0.0277,1,0.016,0,FALSE
"9029",2020-03-19,"AMD",0.0192,1,-0.0132,-4,FALSE
"9030",2020-03-19,"AAPL",0.0334,-3,-0.0234,-3,FALSE
"9011",2020-03-20,"TVIX",0.0158,0,-0.0017,0,FALSE
"9012",2020-03-20,"TSLA",0.0307,-3,-0.0761,-3,FALSE
"9013",2020-03-20,"TQQQ",0.0158,-6,-0.0019,-2,FALSE
"9014",2020-03-20,"SPY",0.0399,2,0.0293,-10,FALSE
"9015",2020-03-20,"QQQ",0.0187,6,0.001,3,FALSE
"9016",2020-03-20,"MSFT",0.0206,-2,0.0047,-4,FALSE
"9017",2020-03-20,"BA",0.0177,-7,0.0013,0,FALSE
"9018",2020-03-20,"AMZN",0.0239,0,0.0131,-1,FALSE
"9019",2020-03-20,"AMD",0.0191,1,-0.0106,-5,FALSE
"9020",2020-03-20,"AAPL",0.0332,-2,0.0027,-1,FALSE
"9001",2020-03-23,"ZM",0.0178,3,-0.0111,3,FALSE
"9002",2020-03-23,"TSLA",0.0181,-3,-0.0695,-3,FALSE
"9003",2020-03-23,"TQQQ",0.0179,-8,0.0043,-9,FALSE
"9004",2020-03-23,"SPY",0.0391,5,0.0268,-1,FALSE
"9005",2020-03-23,"QQQ",0.0204,11,0.0058,7,FALSE
"9006",2020-03-23,"MSFT",0.0222,-2,0.0107,-9,FALSE
"9007",2020-03-23,"BA",0.0187,-5,-0.0144,-5,FALSE
"9008",2020-03-23,"AMZN",0.0233,0,0.0065,-2,FALSE
"9009",2020-03-23,"AMD",0.0195,2,0.0042,-3,FALSE
"9010",2020-03-23,"AAPL",0.0449,-2,0.0124,-1,FALSE
"8991",2020-03-24,"TSLA",0.0304,-2,-0.0282,-2,FALSE
"8992",2020-03-24,"TQQQ",0.0143,-1,-0.0036,7,FALSE
"8993",2020-03-24,"SPY",0.0378,4,0.023,0,FALSE
"8994",2020-03-24,"QQQ",0.0198,12,-6e-04,1,FALSE
"8995",2020-03-24,"NVDA",0.0148,-2,-0.014,-2,FALSE
"8996",2020-03-24,"MSFT",0.0262,-1,0.004,1,FALSE
"8997",2020-03-24,"BA",0.0185,-3,0.0033,-2,FALSE
"8998",2020-03-24,"AMZN",0.0204,1,0.0075,0,FALSE
"8999",2020-03-24,"AMD",0.0191,2,0.0025,-4,FALSE
"9000",2020-03-24,"AAPL",0.0413,-2,0.01,-2,FALSE
"8981",2020-03-25,"TSLA",0.0262,-1,-0.0092,-1,FALSE
"8982",2020-03-25,"TQQQ",0.0154,4,0.0028,-8,FALSE
"8983",2020-03-25,"SPY",0.0443,5,0.0232,2,FALSE
"8984",2020-03-25,"QQQ",0.0188,10,0.0023,-1,FALSE
"8985",2020-03-25,"NVDA",0.0118,-1,-0.0103,0,FALSE
"8986",2020-03-25,"MSFT",0.0247,0,-0.0046,-1,FALSE
"8987",2020-03-25,"BA",0.0457,-2,0.0221,-1,FALSE
"8988",2020-03-25,"AMZN",0.0184,2,-0.000699999999999999,1,FALSE
"8989",2020-03-25,"AMD",0.0161,2,-0.0123,-5,FALSE
"8990",2020-03-25,"AAPL",0.0425,-1,-0.0047,-1,FALSE
"8971",2020-03-26,"TSLA",0.0247,-1,-0.0153,-1,FALSE
"8972",2020-03-26,"SQQQ",0.0132,2,-0.0029,-1,FALSE
"8973",2020-03-26,"SPY",0.0487,7,0.0166,4,FALSE
"8974",2020-03-26,"QQQ",0.0193,12,0.0035,4,FALSE
"8975",2020-03-26,"MU",0.0123,1,0,0,TRUE
"8976",2020-03-26,"MSFT",0.0204,0,-0.0068,0,FALSE
"8977",2020-03-26,"BA",0.0416,-1,-0.0041,1,FALSE
"8978",2020-03-26,"AMZN",0.0159,2,-0.0071,2,FALSE
"8979",2020-03-26,"AMD",0.0142,3,-0.0124,0,FALSE
"8980",2020-03-26,"AAPL",0.0385,1,-0.0068,4,FALSE
"8961",2020-03-27,"TSLA",0.0208,0,-0.0152,0,FALSE
"8962",2020-03-27,"TQQQ",0.0147,5,9e-04,9,FALSE
"8963",2020-03-27,"SPY",0.0524,9,0.0215,8,FALSE
"8964",2020-03-27,"QQQ",0.0169,8,0.000899999999999998,1,FALSE
"8965",2020-03-27,"NVDA",0.0133,1,-0.0059,3,FALSE
"8966",2020-03-27,"MSFT",0.0228,0,-0.0026,-1,FALSE
"8967",2020-03-27,"BA",0.0402,-2,-0.0014,-1,FALSE
"8968",2020-03-27,"AMZN",0.0162,2,-0.0074,1,FALSE
"8969",2020-03-27,"AMD",0.0188,3,-0.0078,-1,FALSE
"8970",2020-03-27,"AAPL",0.0383,1,-0.0045,3,FALSE
"8951",2020-03-30,"TSLA",0.0183,-1,-0.0275,-1,FALSE
"8952",2020-03-30,"TQQQ",0.0144,8,9e-04,4,FALSE
"8953",2020-03-30,"SPY",0.0421,8,0.0254,6,FALSE
"8954",2020-03-30,"QQQ",0.0179,8,0.0053,1,FALSE
"8955",2020-03-30,"MSFT",0.0304,0,0.0084,-5,FALSE
"8956",2020-03-30,"BA",0.0447,-3,0.0274,-3,FALSE
"8957",2020-03-30,"AMZN",0.019,2,0.0048,1,FALSE
"8958",2020-03-30,"AMD",0.0181,3,-0.0253,-4,FALSE
"8959",2020-03-30,"ABT",0.0121,1,0,0,TRUE
"8960",2020-03-30,"AAPL",0.0351,1,-0.0437,1,FALSE
"8941",2020-03-31,"TSLA",0.0289,0,-0.0396,0,FALSE
"8942",2020-03-31,"TQQQ",0.0195,7,0.0045,8,FALSE
"8943",2020-03-31,"SPY",0.047,9,0.0287,6,FALSE
"8944",2020-03-31,"QQQ",0.0205,5,0.0108,1,FALSE
"8945",2020-03-31,"NVDA",0.0184,2,-0.0075,1,FALSE
"8946",2020-03-31,"MSFT",0.0355,1,0.0047,-3,FALSE
"8947",2020-03-31,"BA",0.0282,-4,0.0204,-4,FALSE
"8948",2020-03-31,"AMZN",0.0163,2,-0.0058,1,FALSE
"8949",2020-03-31,"AMD",0.0208,4,-0.0075,-1,FALSE
"8950",2020-03-31,"AAPL",0.0386,1,-0.0071,1,FALSE
"8931",2020-04-01,"TSLA",0.024,0,0,0,TRUE
"8932",2020-04-01,"TQQQ",0.0153,7,0,0,TRUE
"8933",2020-04-01,"SQQQ",0.0139,8,0,0,TRUE
"8934",2020-04-01,"SPY",0.0488,10,0,0,TRUE
"8935",2020-04-01,"QQQ",0.0204,5,0,0,TRUE
"8936",2020-04-01,"MSFT",0.0297,1,0,0,TRUE
"8937",2020-04-01,"BA",0.0361,-4,0,0,TRUE
"8938",2020-04-01,"AMZN",0.0144,1,0,0,TRUE
"8939",2020-04-01,"AMD",0.0272,4,0,0,TRUE
"8940",2020-04-01,"AAPL",0.0376,1,0,0,TRUE
"8921",2020-04-02,"ZM",0.0192,-1,-0.0028,1,FALSE
"8922",2020-04-02,"TSLA",0.0257,0,0.0017,0,FALSE
"8923",2020-04-02,"TQQQ",0.0142,8,-0.0011,1,FALSE
"8924",2020-04-02,"SQQQ",0.0164,8,0.0025,0,FALSE
"8925",2020-04-02,"SPY",0.0482,9,-0.000600000000000003,-1,FALSE
"8926",2020-04-02,"QQQ",0.0185,5,-0.0019,0,FALSE
"8927",2020-04-02,"MSFT",0.0263,1,-0.0034,0,FALSE
"8928",2020-04-02,"BA",0.036,-6,-0.000100000000000003,-2,FALSE
"8929",2020-04-02,"AMD",0.0235,4,-0.0037,0,FALSE
"8930",2020-04-02,"AAPL",0.0323,0,-0.0053,-1,FALSE
"8911",2020-04-03,"TSLA",0.0437,0,0.0211,0,FALSE
"8912",2020-04-03,"TQQQ",0.0166,6,0.0016,13,FALSE
"8913",2020-04-03,"SQQQ",0.0149,7,-0.0015,-1,FALSE
"8914",2020-04-03,"SPY",0.0496,8,0.0349,5,FALSE
"8915",2020-04-03,"QQQ",0.0159,6,0.0066,0,FALSE
"8916",2020-04-03,"NVDA",0.016,1,-0.000699999999999999,2,FALSE
"8917",2020-04-03,"MSFT",0.026,1,0.0144,-1,FALSE
"8918",2020-04-03,"BA",0.0331,-5,-0.0029,1,FALSE
"8919",2020-04-03,"AMD",0.0279,4,-0.0062,-2,FALSE
"8920",2020-04-03,"AAPL",0.0281,0,-0.0264,1,FALSE
"8901",2020-04-06,"ZM",0.0142,-5,-0.0051,-3,FALSE
"8902",2020-04-06,"TSLA",0.0252,-1,-0.1408,0,FALSE
"8903",2020-04-06,"SPY",0.0465,8,0.0321,5,FALSE
"8904",2020-04-06,"QQQ",0.0193,7,0.0105,3,FALSE
"8905",2020-04-06,"MSFT",0.0262,0,0.0032,-3,FALSE
"8906",2020-04-06,"DAL",0.016,1,-0.0061,-2,FALSE
"8907",2020-04-06,"BA",0.0376,-4,0.0112,-3,FALSE
"8908",2020-04-06,"AMZN",0.0165,1,0.0042,1,FALSE
"8909",2020-04-06,"AMD",0.0212,2,0.0057,2,FALSE
"8910",2020-04-06,"AAPL",0.0323,-1,-0.000199999999999999,0,FALSE
"8891",2020-04-07,"TSLA",0.0274,-1,-0.0018,-2,FALSE
"8892",2020-04-07,"TQQQ",0.0155,11,0.0062,5,FALSE
"8893",2020-04-07,"SPY",0.0505,9,0.0371,7,FALSE
"8894",2020-04-07,"QQQ",0.0193,9,0.0014,8,FALSE
"8895",2020-04-07,"NVDA",0.0153,2,-0.0164,0,FALSE
"8896",2020-04-07,"MSFT",0.0267,0,0.0162,2,FALSE
"8897",2020-04-07,"DAL",0.0122,3,-0.0038,2,FALSE
"8898",2020-04-07,"BA",0.042,-3,0.0323,-3,FALSE
"8899",2020-04-07,"AMD",0.0262,3,0.0043,-5,FALSE
"8900",2020-04-07,"AAPL",0.0341,-1,-0.018,-1,FALSE
"8881",2020-04-08,"ZM",0.0199,-7,0,0,TRUE
"8882",2020-04-08,"TSLA",0.0262,0,-0.0286,-1,FALSE
"8883",2020-04-08,"TQQQ",0.0145,10,0.0049,-2,FALSE
"8884",2020-04-08,"SPY",0.0523,7,0.0401,4,FALSE
"8885",2020-04-08,"QQQ",0.0191,8,0.0097,0,FALSE
"8886",2020-04-08,"NVDA",0.0117,1,-0.0036,-1,FALSE
"8887",2020-04-08,"MSFT",0.0229,1,-0.0019,-3,FALSE
"8888",2020-04-08,"BA",0.0357,-3,0.0168,-4,FALSE
"8889",2020-04-08,"AMD",0.0212,2,-0.0069,-7,FALSE
"8890",2020-04-08,"AAPL",0.0326,0,-0.00890000000000001,0,FALSE
"8871",2020-04-09,"UAL",0.0116,3,-0.0104,0,FALSE
"8872",2020-04-09,"TSLA",0.0202,0,-0.0597,-1,FALSE
"8873",2020-04-09,"TQQQ",0.012,6,-0.0025,-4,FALSE
"8874",2020-04-09,"SPY",0.0477,7,0.0327,4,FALSE
"8875",2020-04-09,"RCL",0.0115,-1,0,0,TRUE
"8876",2020-04-09,"QQQ",0.0156,5,0.0062,-5,FALSE
"8877",2020-04-09,"MSFT",0.0181,2,0.0057,3,FALSE
"8878",2020-04-09,"BA",0.0245,-3,0.0116,-4,FALSE
"8879",2020-04-09,"AMD",0.019,2,-0.0038,-6,FALSE
"8880",2020-04-09,"AAPL",0.0287,0,-0.0195,0,FALSE
"8861",2020-04-13,"TSLA",0.0547,0,0.0089,0,FALSE
"8862",2020-04-13,"TQQQ",0.0109,5,-0.003,10,FALSE
"8863",2020-04-13,"SPY",0.0449,4,0.01,1,FALSE
"8864",2020-04-13,"QQQ",0.0153,3,-0.0012,2,FALSE
"8865",2020-04-13,"NFLX",0.0133,-1,0,0,TRUE
"8866",2020-04-13,"MSFT",0.019,3,-0.0208,-1,FALSE
"8867",2020-04-13,"BA",0.0221,-1,0.0095,3,FALSE
"8868",2020-04-13,"AMZN",0.0206,0,0.0067,0,FALSE
"8869",2020-04-13,"AMD",0.0189,3,-0.0022,1,FALSE
"8870",2020-04-13,"AAPL",0.0289,0,-0.0062,1,FALSE
"8851",2020-04-14,"TSLA",0.0662,0,-0.0078,0,FALSE
"8852",2020-04-14,"SPY",0.0368,4,0.0258,1,FALSE
"8853",2020-04-14,"ROKU",0.0127,0,-0.0091,0,FALSE
"8854",2020-04-14,"QQQ",0.0168,7,0.0015,8,FALSE
"8855",2020-04-14,"MSFT",0.0208,2,0.0103,-1,FALSE
"8856",2020-04-14,"JPM",0.016,2,0,0,TRUE
"8857",2020-04-14,"BA",0.0239,-1,0.0018,0,FALSE
"8858",2020-04-14,"AMZN",0.0211,0,0.005,-1,FALSE
"8859",2020-04-14,"AMD",0.0226,3,0.0072,-3,FALSE
"8860",2020-04-14,"AAPL",0.0373,1,-0.0083,1,FALSE
"8841",2020-04-15,"TSLA",0.0606,0,-0.0131,0,FALSE
"8842",2020-04-15,"SPY",0.0428,3,0.0298,-2,FALSE
"8843",2020-04-15,"QQQ",0.0148,10,0.0059,-1,FALSE
"8844",2020-04-15,"NFLX",0.018,-1,-0.0033,-1,FALSE
"8845",2020-04-15,"MSFT",0.0201,2,0.0102,-2,FALSE
"8846",2020-04-15,"DAL",0.0143,8,0,0,TRUE
"8847",2020-04-15,"BA",0.03,-1,0.0061,0,FALSE
"8848",2020-04-15,"AMZN",0.0207,0,0.000899999999999998,-1,FALSE
"8849",2020-04-15,"AMD",0.0231,3,0.0065,-3,FALSE
"8850",2020-04-15,"AAPL",0.0274,1,-0.0288,1,FALSE
"8831",2020-04-16,"TSLA",0.0495,0,-0.0021,0,FALSE
"8832",2020-04-16,"TQQQ",0.0182,8,0.007,4,FALSE
"8833",2020-04-16,"SPY",0.0353,2,0.021,-6,FALSE
"8834",2020-04-16,"ROKU",0.0284,0,0.0179,-1,FALSE
"8835",2020-04-16,"NFLX",0.0182,0,0.000200000000000002,1,FALSE
"8836",2020-04-16,"MSFT",0.0208,2,0.0113,-3,FALSE
"8837",2020-04-16,"BA",0.0238,-1,-0.0062,0,FALSE
"8838",2020-04-16,"AMZN",0.0391,1,0.0216,-2,FALSE
"8839",2020-04-16,"AMD",0.0302,4,0.0122,1,FALSE
"8840",2020-04-16,"AAPL",0.0294,0,-0.0179,0,FALSE
"8821",2020-04-17,"TSLA",0.0311,0,-0.0368,0,FALSE
"8822",2020-04-17,"TQQQ",0.0154,6,0.0055,1,FALSE
"8823",2020-04-17,"SPY",0.0361,0,0.0232,-8,FALSE
"8824",2020-04-17,"QQQ",0.0153,11,-0.000999999999999999,12,FALSE
"8825",2020-04-17,"MSFT",0.0207,2,0.0076,-4,FALSE
"8826",2020-04-17,"GILD",0.0245,0,0,0,TRUE
"8827",2020-04-17,"BA",0.0389,-2,0.0283,3,FALSE
"8828",2020-04-17,"AMZN",0.0252,1,0.0091,-2,FALSE
"8829",2020-04-17,"AMD",0.0219,4,-0.004,1,FALSE
"8830",2020-04-17,"AAPL",0.0399,-1,-0.0012,0,FALSE
"8811",2020-04-20,"TSLA",0.0379,-1,-0.0689,-1,FALSE
"8812",2020-04-20,"SPY",0.0378,-1,0.0272,-13,FALSE
"8813",2020-04-20,"SHOP",0.0184,1,0,0,TRUE
"8814",2020-04-20,"ROKU",0.0161,-1,-0.0023,-2,FALSE
"8815",2020-04-20,"NFLX",0.0191,2,0.000699999999999999,0,FALSE
"8816",2020-04-20,"MSFT",0.0175,2,0.0016,0,FALSE
"8817",2020-04-20,"BA",0.0267,-1,0.0103,6,FALSE
"8818",2020-04-20,"AMZN",0.0227,1,0.0119,0,FALSE
"8819",2020-04-20,"AMD",0.0229,3,-0.0068,-3,FALSE
"8820",2020-04-20,"AAPL",0.0242,-1,-0.0063,0,FALSE
"8801",2020-04-21,"TSLA",0.0455,-1,-0.0185,-1,FALSE
"8802",2020-04-21,"TQQQ",0.0175,3,0.0021,1,FALSE
"8803",2020-04-21,"SPY",0.0401,-2,0.0244,-12,FALSE
"8804",2020-04-21,"SHOP",0.0308,-2,0.0124,-3,FALSE
"8805",2020-04-21,"QQQ",0.018,9,-0.000700000000000003,3,FALSE
"8806",2020-04-21,"NFLX",0.0244,3,0.0053,1,FALSE
"8807",2020-04-21,"MSFT",0.0238,2,-0.000199999999999999,0,FALSE
"8808",2020-04-21,"AMZN",0.0259,1,0.0137,0,FALSE
